Vehicle_ID,Lane,Frame,Timestamp
5,1.0,1,0.0
4,1.0,1,0.0
3,1.0,1,0.0
2,2.0,1,0.0
1,1.0,1,0.0
5,1.0,2,0.03333333333333333
4,1.0,2,0.03333333333333333
3,1.0,2,0.03333333333333333
2,2.0,2,0.03333333333333333
1,1.0,2,0.03333333333333333
5,1.0,3,0.06666666666666667
4,1.0,3,0.06666666666666667
3,1.0,3,0.06666666666666667
2,2.0,3,0.06666666666666667
1,1.0,3,0.06666666666666667
5,1.0,4,0.1
4,1.0,4,0.1
3,1.0,4,0.1
2,2.0,4,0.1
1,1.0,4,0.1
5,1.0,5,0.13333333333333333
4,1.0,5,0.13333333333333333
3,1.0,5,0.13333333333333333
2,2.0,5,0.13333333333333333
1,1.0,5,0.13333333333333333
5,1.0,6,0.16666666666666666
4,1.0,6,0.16666666666666666
3,1.0,6,0.16666666666666666
2,2.0,6,0.16666666666666666
1,1.0,6,0.16666666666666666
5,1.0,7,0.2
4,1.0,7,0.2
3,1.0,7,0.2
2,2.0,7,0.2
1,1.0,7,0.2
5,1.0,8,0.23333333333333334
4,1.0,8,0.23333333333333334
3,1.0,8,0.23333333333333334
2,2.0,8,0.23333333333333334
1,1.0,8,0.23333333333333334
5,1.0,9,0.26666666666666666
4,1.0,9,0.26666666666666666
3,1.0,9,0.26666666666666666
2,2.0,9,0.26666666666666666
1,1.0,9,0.26666666666666666
5,1.0,10,0.3
4,1.0,10,0.3
3,1.0,10,0.3
2,2.0,10,0.3
1,1.0,10,0.3
5,1.0,11,0.3333333333333333
4,1.0,11,0.3333333333333333
3,1.0,11,0.3333333333333333
2,2.0,11,0.3333333333333333
1,1.0,11,0.3333333333333333
5,1.0,12,0.36666666666666664
4,1.0,12,0.36666666666666664
3,1.0,12,0.36666666666666664
2,2.0,12,0.36666666666666664
1,1.0,12,0.36666666666666664
6,1.0,13,0.4
5,1.0,13,0.4
4,1.0,13,0.4
3,,13,0.4
2,2.0,13,0.4
1,1.0,13,0.4
6,1.0,14,0.43333333333333335
5,1.0,14,0.43333333333333335
4,1.0,14,0.43333333333333335
3,,14,0.43333333333333335
2,2.0,14,0.43333333333333335
1,1.0,14,0.43333333333333335
6,1.0,15,0.4666666666666667
5,1.0,15,0.4666666666666667
4,1.0,15,0.4666666666666667
3,,15,0.4666666666666667
2,2.0,15,0.4666666666666667
1,1.0,15,0.4666666666666667
6,1.0,16,0.5
5,1.0,16,0.5
4,1.0,16,0.5
3,,16,0.5
2,2.0,16,0.5
1,1.0,16,0.5
6,1.0,17,0.5333333333333333
5,1.0,17,0.5333333333333333
4,1.0,17,0.5333333333333333
3,,17,0.5333333333333333
2,2.0,17,0.5333333333333333
1,1.0,17,0.5333333333333333
6,1.0,18,0.5666666666666667
5,1.0,18,0.5666666666666667
4,1.0,18,0.5666666666666667
3,,18,0.5666666666666667
2,2.0,18,0.5666666666666667
1,1.0,18,0.5666666666666667
6,1.0,19,0.6
5,1.0,19,0.6
4,1.0,19,0.6
3,,19,0.6
2,2.0,19,0.6
1,1.0,19,0.6
6,1.0,20,0.6333333333333333
5,1.0,20,0.6333333333333333
4,1.0,20,0.6333333333333333
3,,20,0.6333333333333333
2,2.0,20,0.6333333333333333
1,1.0,20,0.6333333333333333
6,1.0,21,0.6666666666666666
5,1.0,21,0.6666666666666666
4,1.0,21,0.6666666666666666
3,,21,0.6666666666666666
2,2.0,21,0.6666666666666666
1,1.0,21,0.6666666666666666
6,1.0,22,0.7
5,1.0,22,0.7
4,1.0,22,0.7
3,,22,0.7
2,2.0,22,0.7
1,1.0,22,0.7
6,1.0,23,0.7333333333333333
5,1.0,23,0.7333333333333333
4,1.0,23,0.7333333333333333
3,,23,0.7333333333333333
2,2.0,23,0.7333333333333333
1,1.0,23,0.7333333333333333
6,1.0,24,0.7666666666666666
5,1.0,24,0.7666666666666666
4,1.0,24,0.7666666666666666
3,,24,0.7666666666666666
2,2.0,24,0.7666666666666666
1,1.0,24,0.7666666666666666
6,1.0,25,0.8
5,1.0,25,0.8
4,1.0,25,0.8
3,,25,0.8
2,2.0,25,0.8
1,1.0,25,0.8
6,1.0,26,0.8333333333333334
5,1.0,26,0.8333333333333334
4,1.0,26,0.8333333333333334
3,,26,0.8333333333333334
2,2.0,26,0.8333333333333334
1,1.0,26,0.8333333333333334
6,1.0,27,0.8666666666666667
5,1.0,27,0.8666666666666667
4,1.0,27,0.8666666666666667
3,,27,0.8666666666666667
2,2.0,27,0.8666666666666667
1,1.0,27,0.8666666666666667
6,1.0,28,0.9
5,1.0,28,0.9
4,1.0,28,0.9
3,,28,0.9
2,2.0,28,0.9
1,1.0,28,0.9
6,1.0,29,0.9333333333333333
5,1.0,29,0.9333333333333333
4,1.0,29,0.9333333333333333
3,,29,0.9333333333333333
2,2.0,29,0.9333333333333333
1,1.0,29,0.9333333333333333
6,1.0,30,0.9666666666666667
5,1.0,30,0.9666666666666667
4,1.0,30,0.9666666666666667
3,,30,0.9666666666666667
1,1.0,30,0.9666666666666667
6,1.0,31,1.0
5,1.0,31,1.0
4,1.0,31,1.0
3,,31,1.0
1,1.0,31,1.0
6,1.0,32,1.0333333333333332
5,1.0,32,1.0333333333333332
4,1.0,32,1.0333333333333332
1,1.0,32,1.0333333333333332
13,1.0,33,1.0666666666666667
6,1.0,33,1.0666666666666667
5,1.0,33,1.0666666666666667
4,1.0,33,1.0666666666666667
1,1.0,33,1.0666666666666667
13,1.0,34,1.1
6,1.0,34,1.1
5,1.0,34,1.1
4,1.0,34,1.1
1,1.0,34,1.1
13,1.0,35,1.1333333333333333
6,1.0,35,1.1333333333333333
5,1.0,35,1.1333333333333333
4,1.0,35,1.1333333333333333
1,1.0,35,1.1333333333333333
13,1.0,36,1.1666666666666667
6,1.0,36,1.1666666666666667
5,1.0,36,1.1666666666666667
4,1.0,36,1.1666666666666667
1,1.0,36,1.1666666666666667
13,1.0,37,1.2
6,1.0,37,1.2
5,1.0,37,1.2
4,1.0,37,1.2
1,1.0,37,1.2
13,1.0,38,1.2333333333333334
6,1.0,38,1.2333333333333334
5,1.0,38,1.2333333333333334
4,1.0,38,1.2333333333333334
1,1.0,38,1.2333333333333334
13,1.0,39,1.2666666666666666
6,1.0,39,1.2666666666666666
5,1.0,39,1.2666666666666666
1,1.0,39,1.2666666666666666
15,2.0,40,1.3
13,1.0,40,1.3
6,1.0,40,1.3
5,1.0,40,1.3
1,1.0,40,1.3
16,2.0,41,1.3333333333333333
15,2.0,41,1.3333333333333333
13,1.0,41,1.3333333333333333
6,1.0,41,1.3333333333333333
5,1.0,41,1.3333333333333333
4,1.0,41,1.3333333333333333
1,1.0,41,1.3333333333333333
16,2.0,42,1.3666666666666667
15,2.0,42,1.3666666666666667
13,1.0,42,1.3666666666666667
6,1.0,42,1.3666666666666667
5,1.0,42,1.3666666666666667
4,1.0,42,1.3666666666666667
1,1.0,42,1.3666666666666667
16,2.0,43,1.4
15,2.0,43,1.4
13,1.0,43,1.4
6,1.0,43,1.4
5,1.0,43,1.4
4,1.0,43,1.4
1,1.0,43,1.4
16,2.0,44,1.4333333333333333
15,2.0,44,1.4333333333333333
13,1.0,44,1.4333333333333333
6,1.0,44,1.4333333333333333
5,1.0,44,1.4333333333333333
4,1.0,44,1.4333333333333333
1,1.0,44,1.4333333333333333
17,2.0,45,1.4666666666666666
16,2.0,45,1.4666666666666666
15,2.0,45,1.4666666666666666
13,1.0,45,1.4666666666666666
6,1.0,45,1.4666666666666666
5,1.0,45,1.4666666666666666
4,1.0,45,1.4666666666666666
1,1.0,45,1.4666666666666666
17,2.0,46,1.5
16,2.0,46,1.5
15,2.0,46,1.5
13,1.0,46,1.5
6,1.0,46,1.5
5,1.0,46,1.5
4,1.0,46,1.5
1,1.0,46,1.5
17,2.0,47,1.5333333333333332
16,2.0,47,1.5333333333333332
15,2.0,47,1.5333333333333332
13,1.0,47,1.5333333333333332
6,1.0,47,1.5333333333333332
5,1.0,47,1.5333333333333332
4,1.0,47,1.5333333333333332
1,1.0,47,1.5333333333333332
17,2.0,48,1.5666666666666667
15,2.0,48,1.5666666666666667
6,1.0,48,1.5666666666666667
5,1.0,48,1.5666666666666667
4,1.0,48,1.5666666666666667
1,1.0,48,1.5666666666666667
17,2.0,49,1.6
15,2.0,49,1.6
6,1.0,49,1.6
5,1.0,49,1.6
4,1.0,49,1.6
1,1.0,49,1.6
17,2.0,50,1.6333333333333333
15,2.0,50,1.6333333333333333
6,1.0,50,1.6333333333333333
5,1.0,50,1.6333333333333333
4,1.0,50,1.6333333333333333
1,1.0,50,1.6333333333333333
17,2.0,51,1.6666666666666667
15,2.0,51,1.6666666666666667
6,1.0,51,1.6666666666666667
5,1.0,51,1.6666666666666667
4,1.0,51,1.6666666666666667
1,1.0,51,1.6666666666666667
15,2.0,52,1.7
6,1.0,52,1.7
5,1.0,52,1.7
4,1.0,52,1.7
1,1.0,52,1.7
15,2.0,53,1.7333333333333334
6,1.0,53,1.7333333333333334
5,1.0,53,1.7333333333333334
4,1.0,53,1.7333333333333334
1,1.0,53,1.7333333333333334
15,2.0,54,1.7666666666666666
6,1.0,54,1.7666666666666666
5,1.0,54,1.7666666666666666
4,1.0,54,1.7666666666666666
1,1.0,54,1.7666666666666666
15,2.0,55,1.8
6,1.0,55,1.8
5,1.0,55,1.8
4,1.0,55,1.8
1,1.0,55,1.8
15,2.0,56,1.8333333333333333
6,1.0,56,1.8333333333333333
5,1.0,56,1.8333333333333333
4,,56,1.8333333333333333
1,1.0,56,1.8333333333333333
19,2.0,57,1.8666666666666667
18,1.0,57,1.8666666666666667
15,2.0,57,1.8666666666666667
6,1.0,57,1.8666666666666667
5,1.0,57,1.8666666666666667
4,,57,1.8666666666666667
1,1.0,57,1.8666666666666667
20,2.0,58,1.9
19,2.0,58,1.9
18,1.0,58,1.9
15,2.0,58,1.9
6,1.0,58,1.9
